gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante
1433;CPTS de Bergerac;;0.99999999999506;24037_3860_00054;54;Rue du Professeur Pozzi;24100;24037;Bergerac;44.8512;0.489893;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;18143;18143;2021-02-21 19:00:02.157482;oui;7:30-19:30;7:30-19:30;7:30-19:30;7:30-19:30;7:30-19:30;fermé;fermé;t;;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/bergerac/centre-de-vaccination-covid-19-clinique-pasteur-bergerac-elsan?pid=practice-172067&enable_cookies_consent=1;;;;t;;t;t
1444;Centre de vaccination de Saint-Amour;;0.99999993370897;39475_1020_00013;15;Rue Sainte - Marie;39160;39475;Saint-Amour;46.4361;5.3439;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;DES SAVOIRS PL;21000;21231;DIJON;18177;18177;2021-03-18 20:10:22.543296;Oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-03-20;2021-03-15;;+33384868600;;;t;f;t;f
1175;Centre de vaccination  La Bourse de Strasbourg ;;0.99999998942591;67482_4273_00001;1;Place du Maréchal de Lattre de Tassigny;67000;67482;Strasbourg;48.5762;7.75342;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13943;11476;2021-03-19 00:24:58.0271;;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/etablissement-de-prevention/strasbourg/centre-de-vaccination-covid19-de-strasbourg?speciality_id=5494&enable_cookies_consent=1;+33800609090;;;;;f;
2182;Centre de vaccination - Commune de Bertry, Salle des fêtes;;0.99999998362927;59074_0500_00021;;Rue Gambetta;59980;59074;Bertry;50.0876;3.44167;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-03-29 12:21:51.047328;;fermé;fermé;fermé;fermé;fermé;;;;;2021-03-27;https://partners.doctolib.fr/centre-de-sante/gouzeaucourt/centre-de-vaccination-covid-19-cpts-du-haut-escault?pid=practice-178391&enable_cookies_consent=1;;;;;;;
1176;Centre de vaccination du Centre hospitalier de Givors;;0.99999914914195;69091_d0gf2e_00009;9;Avenue du Professeur Fleming;69700;69091;Givors;45.5998;4.76553;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;18820;2021-02-19 09:39:19.10662;;fermé;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;;;2021-01-20;https://partners.doctolib.fr/centre-de-sante/givors/centre-vaccination-covid-ch-de-givors?speciality_id=5494&enable_cookies_consent=1;+33423101010;;;;;;
1586;Centre de vaccination Drulingen ;;0.99999986734608;67105_0160_01001;1001;Rue du Général Leclerc;67320;67105;Drulingen;48.8669;7.19278;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;19794;11476;2021-03-19 00:26:03.636679;;13:30-17:30;13:30-17:30;13:30-17:30;13:30-17:30;13:30-17:30;fermé;fermé;t;;2021-03-01;https://partners.doctolib.fr/centre-de-sante/drulingen/centre-de-vaccination-d-alsace-bossue?pid=practice-173639&enable_cookies_consent=1;09 70 81 81 61;;;;;f;f
854;ST BRIEUC - Salle Robien;;0.99999979567668;22278_3365;;Place Octave Brilleaud;22000;22278;Saint-Brieuc;48.5051;-2.76265;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-02-02 17:46:50.085144;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30;fermé;;;2021-01-18;https://vaccination-covid.keldoc.com/centre-municipal-de-sante/st-brieuc-22000/robien-saint-brieuc/centre-de-vaccination-de-robien-saint-brieuc;+33257180060;;;;;;
1441;Centre de Vaccination Arinthod;;0.99999994395575;39016_0110_00011;8;Rue des Ecoles;39240;39016;Arinthod;46.3935;5.56468;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;DES SAVOIRS PL;21000;21231;DIJON;18177;18177;2021-03-11 19:00:02.256498;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-03-20;2021-03-08;https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-171720&enable_cookies_consent=1;+33384868600;;;;f;t;
1282;Lieu de vaccination de CLERMONT EN ARGONNE;;0.99999999208832;55117_0061_00011;11;Rue des Déportés;55120;55117;Clermont-en-Argonne;49.1047;5.0765;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;13424;2021-01-27 12:00:02.019016;;14:00-18:00;14:00-18:00;fermé;14:00-18:00;fermé;fermé;fermé;t;;2021-01-25;https://www.maiia.com/centre-de-vaccination/55120-clermont-en-argonne/centre-de-vaccination---clermont-en-argonne;+33372850117;;;;;;
254;CH LANNION (réservé aux professionnels des secteurs de la santé et du médico-social);;0.99999057835352;22113_4501_00021;21;Rue de Trorozec;22300;22113;Lannion;48.7223;-3.46443;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18;18078;2021-03-04 16:33:56.84915;;9h45-12h30;9h45-12h30;9h-12h30 / 13h30-17h30;9h-12h30 / 13h30-17h30;9h-12h30 / 13h30-17h30;fermé;fermé;t;;2021-01-12;https://vaccination-covid.keldoc.com/maladies-infectieuses/lannion-22300/equipe-d-infectiologie?agenda=51159&motive=81356&category=-1&cabinet=16554;;;réservé aux professionnels de santé libéraux;f;;;
1191;Centre de vaccination de Lunesse;;0.99999974605324;16015_6li7v8_00030;;Rue Adrien Paul Mairat;16000;16015;Angoulême;45.6562;0.178965;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18115;19230;2021-02-05 11:26:48.177011;;14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;14:00-17:00;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/maison-de-sante/angouleme/centre-de-vaccination-covid-19-espace-lunesse-angouleme?pid=practice-165813&enable_cookies_consent=1;+33545387006;;;t;;;
417;GH HAUT VAL DE SEVRE ET DU MELLOIS - SITE DE ST-MAIXENT;;0.99999552786468;79270_0731_00013;13;Rue du Panier Fleuri;79400;79270;Saint-Maixent-l'École;46.4104;-0.220705;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18113;2021-02-24 15:25:23.268089;;;;;;;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/hopital-public/saint-maixent-l-ecole/centre-de-vaccination-ghvsm-site-saint-maixent-l-ecole?pid=practice-166861&enable_cookies_consent=1;+33670592682;;Réservé aux professionnels de santé libéraux et du médico-social pour les secteurs Haut-Val de Sèvre et aussi Mellois;t;;;t
605;Centre de vaccination- Les Champs Blancs;;0.99999890173082;89206_0095_00010;10;Avenue d'Amélia;89300;89206;Joigny;47.9762;3.4256;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;82;2021-02-22 11:00:01.717685;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/joigny-89300/centre-de-vaccination-les-champs-blanc;0800725089;;;;;;
1302;ROSTRENEN - Salle des fêtes;;0.99999978275288;22266_qo9et9_00003;;Place du Bourk Kozh;22110;22266;Rostrenen;48.2352;-3.31588;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-02-02 16:53:27.959529;;fermé;13h30-17h30;fermé;13h30-17h30;fermé;fermé;fermé;;;2021-01-28;https://vaccination-covid.keldoc.com/cabinet-medical/rostrenen-22110/salle-des-fetes-rostrenen/centre-de-vaccination-de-la-salle-des-fetes-rostrenen;+33257180060;;;;;;
2216;CENTRE DE VACCINATION - BIGANOS;;0.99999922487012;33051_0157_00061;;Rue Jean Zay;33380;33051;Biganos;44.6416;-0.97537;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18269;51;2021-03-29 20:00:02.162084;;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-vaccinations-internationales/biganos/centre-de-vaccination-covid-19-biganos?pid=practice-171118&enable_cookies_consent=1;33533092845;;;t;;f;
2292;Clinique du Parc;;0.9999999507481;42275_0114_00012;12;Rue de la Piot;42270;42275;Saint-Priest-en-Jarez;45.4784;4.36788;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;18075;2021-04-01 09:50:15.511639;;;;;;;;;t;;2021-03-31;https://partners.doctolib.fr/centre-de-sante/saint-priest-en-jarez/centre-de-vaccination-covid-19-de-la-clinique-du-parc-de-st-priest-en-jarez?pid=practice-180664&enable_cookies_consent=1;+33477922275;;;;;f;f
121;Communauté Professionnelle Territoriale de Santé Nord Allier;130-2021;0.99999960414933;03190_0700_00019;1;PLACE MARECHAL DE LATTRE DE TASSIGNY;03000;03190;Moulins;46.5622;3.33256;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18261;2021-02-26 10:56:05.922001;;fermé;12:00-14:00/16:00-20:00 ;12:00-14:00/16:00-20:00 ;12:00-14:00/16:00-20:00 ;fermé;09:00-13:00;fermé;t;;2021-01-11;https://partners.doctolib.fr/centre-de-sante/moulins/cpts-nord-allier-centre-de-vaccination?speciality_id=5494&enable_cookies_consent=1;+33470485000;;commune desservie YGRANDE;t;;;
1435;Centre Baléone;;0.99999931526244;2a271_b141;;T22 Centre commercial;20167;2A271;Sarrola-Carcopino;42.029;8.842;130007990;8412Z;AGENCE REGIONALE DE SANTE DE CORSE;;SAINT JOSEPH QUA;20090;2A004;AJACCIO;12661;12661;2021-02-22 10:43:37.433571;;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;t;;2021-02-13;https://partners.doctolib.fr/centre-de-sante/sarrola-carcopino/centre-vaccination-baleone?pid=practice-170136&enable_cookies_consent=1;+33495283747;;Les rendez-vous ont été organisés en lien avec les communes du secteur.;t;;f;
957;CPTS des Collines de Valbonne - Site MSP Roquefort Les Pins - Salle Charvet;;0.99999975234042;06105_0356_00270;;Place Antoine Merle;06330;06105;Roquefort-les-Pins;43.6661;7.05025;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-12 09:24:17.621184;;10H 12H;10H 12H;10H 12H;10H 12H;10H 12H;10H 12H;fermé;t;;2021-01-18;https://partners.doctolib.fr/cabinet-pluridisciplinaire/le-rouret/cpts-des-collines-vaccination-covid??pid=practice-163943&enable_cookies_consent=1;;;Réservé aux plus de 75 ans;;;;
904;LE FAOUET - Maison de santé;;0.99999980529349;56057_1220_00091;104;Rue de Saint Fiacre;56320;56057;Le Faouët;48.0309;-3.4902;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-02-02 12:17:52.709508;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;fermé;fermé;;;2021-01-26;https://vaccination-covid.keldoc.com/centre-hospitalier-regional/lorient-56100/groupe-hospitalier-bretagne-sud-lorient-hopital-du-scorff?cabinet=16913&specialty=144;+33297069794;;;;;;
524;Centre de vaccination du CH de Sens;;0.99999994109412;89387_4560_00058;58;Rue René Binet;89100;89387;Sens;48.1923;3.29471;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;82;2021-01-22 14:36:31.293873;;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;fermé;fermé;t;;2021-01-11;https://vaccination-covid.keldoc.com/infectiologue/sens-89100/vaccination-covid-19-2?agenda=51183&motive=81385&category=-1&cabinet=16565;+33186650105;;;t;;;
1431;Maison de santé des Quatre Vallées (Moderna);;0.99999997674652;09085_lwm4c8_00066;66;Les Vignes;09800;09085;Castillon-en-Couserans;42.9201;1.02846;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;;;;;;18081;18081;2021-03-30 12:38:04.687156;;8:00/12:00;8:00/12:00;fermé;fermé;fermé;fermé;fermé;t;;2021-03-01;https://partners.doctolib.fr/maison-de-sante/castillon-en-couserans/centre-de-vaccination-covid-19-msp-de-castillon?pid=practice-169764&enable_cookies_consent=1;+33800541919;;;t;;;
1285;Lieu de vaccination de MONTMEDY (salle des fêtes);;0.9999999905344;55351_0063_00003;;Place Eugène Tronville;55600;55351;Montmédy;49.5212;5.36862;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:49:47.690249;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;;2021-01-26;https://www.maiia.com/centre-de-vaccination/55600-montmedy/centre-de-vaccination---montmedy-et-marville;+33372850117;;;;;;
320;Centre de vaccination - HPL CMCO Cote d'Opale;;0.99999715049699;62758_0260_00173;173 bis;Route de Desvres;62280;62758;Saint-Martin-Boulogne;50.7235;1.64472;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-15 16:51:33.212471;;09:00-13:00/14:00-17:00;09:00-13:00/14:00-17:00;09:00-13:00/14:00-17:00;09:00-13:00/14:00-17:00;09:00-13:00/14:00-17:00;fermé;fermé;t;;2021-01-13;https://partners.doctolib.fr/clinique-privee/saint-martin-boulogne/centre-de-vaccination-mco-groupe-hpl?speciality_id=5494&enable_cookies_consent=1;+33970301701;;;;;;
23;Centre de vaccination du CH Troyes( ancien LIDL);;0.99999978735637;10387_3350_00006;;Av du Mal de Lattre de Tassigny;10000;10387;Troyes;48.3047;4.09398;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;15;2021-02-16 11:35:27.975138;;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;fermé;t;;2021-01-14;https://partners.doctolib.fr/centre-de-sante/troyes/centre-de-vaccination-covid-troyes-champagne-metropole-ex-lidl?speciality_id=5494&enable_cookies_consent=1;+33325497584;;;f;;;
1284;Lieu de vaccination FRESNES EN WOEVRE - MSP;;0.99999999386311;55198_0025_00016_bis;16 bis;Rue des Eparges;55160;55198;Fresnes-en-Woëvre;49.0945;5.62516;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:52:26.372969;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;;2021-01-25;https://www.maiia.com/centre-de-vaccination/55160-fresnes-en-woevre/centre-de-vaccination---fresnes-en-woevre;+33372850117;;;;;;
1373;Centre de vaccination - Ville de Saint-Quentin, Palais des Sports ;;0.99999924683735;02691_4809_00005;;Avenue de Rémicourt;02100;02691;Saint-Quentin;49.8491;3.2939;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;WILLY BRANDT AV;59777;59350;LILLE;101;101;2021-02-11 17:22:38.71115;;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/saint-quentin/centre-de-vaccination-covid-19-saint-quentin?speciality_id=5494&enable_cookies_consent=1;+33323636863;;;;;;
1286;Lieu de vaccination de SPINCOURT - MSP;;0.99999941860521;55500_osihg7_00009;9;Chemin du Mont;55230;55500;Spincourt;49.3323;5.66268;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;18595;2021-04-01 08:39:10.204004;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;2021-03-19;2021-02-05;;+33329859732;;;f;;t;
730;Maison de santé de la vallée d'Aulps;2021-06;0.99999928451761;74238_0080_00032;58;Imp Alexis Leaud;74430;74238;Saint-Jean-d'Aulps;46.2299;6.6594;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8097;8097;2021-02-15 13:40:01.320939;oui;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;08:00-13:00;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/saint-jean-d'aulps/centre-de-vaccination-covid-19-du-haut-chablais?speciality_id=5494&enable_cookies_consent=1;+33612529410;;;t;;f;f
1445;MSP EYMOUTIERS;;1;87064_0278_00002;2;Chemin de la Cote de Chateau;87120;87064;Eymoutiers;45.7362;1.74832;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;18219;18219;2021-02-21 19:00:02.158626;;fermé;fermé;09:00-12:30/14:00-17:30;09:00-12:30;09:00-12:30;09:00-12:30;fermé;t;;2021-02-17;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?pid=practice-171179&enable_cookies_consent=1;+33555692020;;;t;;f;f
133;CHU BORDEAUX - SITE GH SUD;;0.99999318098906;33318_1610_00028;;Avenue du Haut Lévèque;33600;33318;Pessac;44.7973;-0.659829;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18269;2021-02-09 15:51:17.727461;;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;fermé;fermé;;;2021-01-07;https://vaccination-covid.keldoc.com/centre-hospitalier-universitaire/bordeaux-33000/chu-de-bordeaux/g-h-sud-centre-de-vaccination-usn?cabinet=16877&specialty=496;+33557820005;;;;;;
1182;Centre de Vaccination - LA FLECHE - Salle Printania;;0.99999997250408;72154_4990_00039;39;Avenue de Verdun;72200;72154;La Flèche;47.6973;-0.0895922;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;362;2021-02-19 10:56:23.045828;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/centre-de-sante/la-fleche/centre-de-vaccination-covid-msp-la-fleche?speciality_id=5494&enable_cookies_consent=1;+33243482300;;;t;;;
1585;Centre de vaccination éphémère de Morne à l'eau;2021-052;0.99999938211847;97116_mkvqmb_00920;Dispensaire de ;Richeval;97111;97116;Morne-à-l'Eau;16.3427;-61.4542;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;13179;13179;2021-03-03 00:34:27.877122;Oui;09:00-13:00;09:00-13:00;09:00-12:00;09:00-13:00;09:00-13:00;fermé;fermé;t;;2021-02-23;https://www.maiia.com/centre-de-vaccination/97111-morne-a-l-eau/centre-de-vaccination---morne-a-l-eau-;05 90 99 14 74;;;t;f;f;f
1287;Lieu de vaccination de COMMERCY (salle du Marlat);;0.99999997221033;55122_0590_00017;;Rue de la Pocherie;55200;55122;Commercy;48.7561;5.58283;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:57:11.761876;;A préciser;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;t;;2021-01-27;https://www.maiia.com/centre-de-vaccination/55200-commercy/centre-de-vaccination---commercy;+33372850117;;;;;;
568;Auberge Municipale ;;1;93066_1543_00002;2;Avenue du Colonel Fabien;93200;93066;Saint-Denis;48.9444;2.3567;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18279;2021-03-26 14:05:49.941766;;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/saint-denis/centre-de-vaccination-auberge-municipal-saint-denis?pid=practice-164370?speciality_id=5494&enable_cookies_consent=1;+33149336677;;;t;;f;f
1567;Centre de vaccination du pays foyen;;0.99999850448384;33402_0165_00150;;Allée Jean Raymond GUYON;33220;33402;Sainte-Foy-la-Grande;44.8434;0.220543;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;;;;;;51;18582;2021-03-17 11:10:13.559352;;09:00-12:30/13:30-17:00;09:00-12:30/13:30-17:00;fermé;09:00-12:30/13:30-17:00;09:00-12:30/13:30-17:00;fermé;fermé;t;;2021-02-25;https://partners.doctolib.fr/centre-de-sante/sainte-foy-la-grande/centre-de-vaccination-covid-19-saint-foy-la-grande?pid=practice-173546&enable_cookies_consent=1;;;;t;;;f
1184;Centre de vaccination - CPTS Lens La Gohelle, Salle Bertinchamp;;0.99999968888681;62498_0930_00016_d;;Rue Denis Cordonnier;62300;62498;Lens;50.4355;2.84361;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-03-08 12:00:01.715878;;;;;;;fermé;fermé;;;2021-02-15;https://partners.doctolib.fr/centre-de-vaccinations-internationales/lens/centre-de-vaccination-bertinchamps-lens?pid=practice-166396&enable_cookies_consent=1;;;;;;;
2288;Centre de vaccination de Lusignan;;0.99999986659129;86139_0400_00020;20;Route de Jazeneuil;86600;86139;Lusignan;46.44;0.115308;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18327;18327;2021-04-01 10:24:27.167721;;fermé;09:00-12:15/14:00-17:15;fermé;09:00-12:15/14:00-17:15;fermé;fermé;fermé;t;;2021-04-01;;;;;;;f;
1288;CDV31 Cadours;;0.99999998578118;31098_kzki22_00006;6;Rue des Anciens Combattants;31480;31098;Cadours;43.7282;1.04896;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;18108;2021-02-12 19:00:02.085093;;fermé;9:00-13:00 / 14:00-18:00;fermé;09:00-13:00 ou 14:00-18:00;8:00-12:00 ou 14:00-18:00;fermé;fermé;t;;2021-02-01;https://vaccination-covid.keldoc.com/cabinet-medical/cadours-31480/cadours/centre-de-vaccination-de-cadours;0809541919;;;t;f;f;f
1289;Centre de vaccination COSEC Roger Marche VILLERS-SEMEUSE;;0.99999999892722;08480_0420_00002;;Route Nationale;08000;08480;Villers-Semeuse;49.7427;4.73896;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;18318;2021-02-12 19:00:02.013269;;A préciser;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;t;;2021-01-26;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165006&enable_cookies_consent=1;;;;;;;
383;Centre de vaccination - CH LE CATEAU;;0.99999962201907;59136_0670_00028;28;Boulevard Paturle;59360;59136;Le Cateau-Cambrésis;50.1051;3.53562;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-03-25 16:43:31.799354;;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;fermé;t;;2021-01-13;https://partners.doctolib.fr/hopital-public/le-cateau-cambrésis/ch-le-cateau-centre-vaccination-covid-19?speciality_id=5494&enable_cookies_consent=1;+33392043471 ;;;;;;
